,Play Type,Outcome
0,Pull-Up (2PT),1
1,Pull-Up (2PT),1
2,Pull-Up (2PT),1
3,Pull-Up (2PT),0
4,PnR Roll Man,1
5,Post-Up (Right),0
6,Post-Up (Right),0
7,Post-Up (Right),0
8,Post-Up (Right),0
9,Post-Up (Right),0
10,Post-Up (Right),0
11,Post-Up (Right),0
12,Post-Up (Right),1
13,Post-Up (Right),1
14,Post-Up (Right),1
15,Post-Up (Right),1
16,Post-Up (Right),1
17,Catch + Shoot (3PT),0
18,Catch + Shoot (3PT),0
19,Catch + Shoot (3PT),0
20,Catch + Shoot (3PT),1
21,Offensive Rebound,1
22,Offensive Rebound,1
23,Offensive Rebound,1
24,Offensive Rebound,0
25,Offensive Rebound,0
26,Offensive Rebound,0
27,Drive Right,1
28,Drive Right,1
29,Transition,1
30,Transition,1
31,Transition,0
32,Catch + Shoot (2PT),0
33,Post-Up (Left),0
34,Post-Up (Left),0
35,Off-Ball Cut,0
36,Off-Ball Cut,0
37,Off-Ball Cut,0
38,Off-Ball Cut,0
39,Off-Ball Cut,0
40,Off-Ball Cut,1
41,Drive + Dump,0
