,Play Type,Outcome
0,Catch + Shoot (3PT),0
1,Catch + Shoot (3PT),0
2,Catch + Shoot (3PT),0
3,Catch + Shoot (3PT),0
4,Catch + Shoot (3PT),0
5,Catch + Shoot (3PT),0
6,Catch + Shoot (3PT),0
7,Catch + Shoot (3PT),0
8,Catch + Shoot (3PT),0
9,Catch + Shoot (3PT),0
10,Catch + Shoot (3PT),0
11,Catch + Shoot (3PT),0
12,Catch + Shoot (3PT),1
13,Catch + Shoot (3PT),1
14,Catch + Shoot (3PT),1
15,Catch + Shoot (3PT),1
16,Catch + Shoot (3PT),1
17,Catch + Shoot (3PT),1
18,Drive Left,0
19,Drive Left,1
20,Drive Left,1
21,Drive Right,0
22,Drive Right,0
23,Drive Right,0
24,Drive Right,0
25,Transition,1
26,Transition,1
27,Transition,0
28,Transition,0
29,Offensive Rebound,1
30,Offensive Rebound,0
31,Offensive Rebound,0
32,Post-Up (Right),1
