,Play Type,Outcome
0,Transition,0
1,Transition,0
2,Transition,F
3,Transition,F
4,Post Kick,0
5,Post Kick,0
6,Post Kick,0
7,Pull-Up,0
8,Pull-Up,0
9,Pull-Up,0
10,Pull-Up,0
11,Pull-Up,0
12,Pull-Up,0
13,Drive Right,0
14,Drive Right,0
15,Drive Right,0
16,Drive Right,0
17,Drive Right,0
18,Drive Right,0
19,Drive Right,0
20,Drive Right,1
21,Drive Right,1
22,Drive Right,F
23,Drive Right,F
24,Catch + Shoot 2,0
25,Catch + Shoot 2,0
26,Catch + Shoot 2,1
27,Drive + Kick,0
28,Drive + Kick,0
29,Drive + Kick,0
30,Drive + Kick,0
31,Drive + Kick,0
32,Drive + Kick,1
33,Drive + Kick,1
34,Drive + Kick,1
35,Catch + Shoot 3,0
36,Catch + Shoot 3,0
37,Catch + Shoot 3,0
38,Catch + Shoot 3,0
39,Catch + Shoot 3,0
40,Catch + Shoot 3,0
41,Catch + Shoot 3,1
42,Catch + Shoot 3,1
43,Catch + Shoot 3,1
44,Catch + Shoot 3,1
45,Catch + Shoot 3,1
46,Catch + Shoot 3,1
47,Catch + Shoot 3,1
48,Drive Left,0
49,Drive Left,0
50,Drive Left,0
51,Drive Left,0
52,Drive Left,F
53,Drive Left,1
54,Post-Up,1
55,Post-Up,1
56,Post-Up,1
57,Post-Up,1
58,Post-Up,F
59,Post-Up,0
60,Post-Up,0
61,Post-Up,0
62,Post-Up,0
63,Post-Up,0
64,Post-Up,0
65,Post-Up,0
66,Post-Up,0
67,Offensive Rebound,0
68,Offensive Rebound,0
69,Offensive Rebound,1
70,Offensive Rebound,1
71,Offensive Rebound,F
