,Play Type,Outcome
0,Catch + Shoot (3PT),1
1,Catch + Shoot (3PT),1
2,Catch + Shoot (3PT),1
3,Catch + Shoot (3PT),1
4,Catch + Shoot (3PT),0
5,Catch + Shoot (3PT),0
6,Catch + Shoot (3PT),0
7,Catch + Shoot (3PT),0
8,Catch + Shoot (3PT),0
9,Catch + Shoot (3PT),0
10,Catch + Shoot (3PT),0
11,Catch + Shoot (3PT),0
12,Catch + Shoot (3PT),0
13,Catch + Shoot (3PT),0
14,Catch + Shoot (3PT),0
15,Drive Left,0
16,Drive Left,1
17,Drive Left,1
18,Drive Right,0
19,Drive Right,1
20,Drive Right,1
21,Drive Right,1
22,Drive Right,1
23,Pull-Up (2PT),0
24,Pull-Up (2PT),0
25,Pull-Up (2PT),0
26,Pull-Up (2PT),1
27,Post-Up (Left),0
28,Post-Up (Left),0
29,Off-Ball Cut,1
30,Off-Ball Cut,1
31,Off-Ball Cut,1
32,Off-Ball Cut,0
33,Post-Up (Right),0
34,Post-Up (Right),0
35,Post-Up (Right),0
36,Post-Up (Right),0
37,Post-Up (Right),1
38,Post-Up (Right),1
39,Offensive Rebound,1
40,Offensive Rebound,1
41,Offensive Rebound,0
42,Catch + Shoot (2PT),0
43,Catch + Shoot (2PT),1
44,Transition,0
45,Transition,1
46,Transition,1
47,Transition,1
48,Transition,1
