,Play Type,Outcome
0,Pull-Up (2PT),0
1,Pull-Up (2PT),0
2,Pull-Up (2PT),0
3,Pull-Up (2PT),0
4,Pull-Up (2PT),0
5,Pull-Up (2PT),0
6,Pull-Up (2PT),1
7,Pull-Up (2PT),1
8,Pull-Up (2PT),1
9,Drive Right,0
10,Drive Right,0
11,Drive Right,0
12,Drive Right,0
13,Drive Right,0
14,Drive Right,0
15,Drive Right,0
16,Drive Right,0
17,Drive Right,1
18,Drive Right,1
19,Drive Right,1
20,Pull-Up (3PT),0
21,Catch + Shoot (3PT),0
22,Catch + Shoot (3PT),0
23,Catch + Shoot (3PT),0
24,Catch + Shoot (3PT),0
25,Catch + Shoot (3PT),0
26,Catch + Shoot (3PT),0
27,Catch + Shoot (3PT),1
28,Offensive Rebound,0
29,Offensive Rebound,1
30,Transition,1
31,Transition,0
32,Transition,0
33,Drive Left,0
34,Drive Left,0
35,Drive Left,0
36,Drive Left,1
37,Off-Ball Cut,0
