,Play Type,Outcome
0,Catch + Shoot (3PT),0
1,Catch + Shoot (3PT),0
2,Catch + Shoot (3PT),0
3,Catch + Shoot (3PT),0
4,Catch + Shoot (3PT),0
5,Catch + Shoot (3PT),0
6,Catch + Shoot (3PT),0
7,Catch + Shoot (3PT),0
8,Catch + Shoot (3PT),0
9,Catch + Shoot (3PT),1
10,Catch + Shoot (3PT),1
11,Catch + Shoot (3PT),1
12,Catch + Shoot (3PT),1
13,Catch + Shoot (3PT),1
14,Catch + Shoot (3PT),1
15,Catch + Shoot (3PT),1
16,Catch + Shoot (3PT),1
17,Drive + Dump,1
18,Drive + Dump,1
19,Drive + Dump,1
20,Drive + Dump,1
21,Drive + Dump,0
22,Post-Up (Right),0
23,Post-Up (Right),1
24,Post-Up (Right),1
25,Offensive Rebound,0
26,Offensive Rebound,0
27,Offensive Rebound,0
28,Offensive Rebound,0
29,Offensive Rebound,0
30,Offensive Rebound,1
31,Offensive Rebound,1
32,Offensive Rebound,1
33,Drive Right,1
34,Drive Right,1
35,Drive Right,1
36,Drive Left,1
37,Transition,1
38,Transition,1
39,Transition,1
40,Transition,0
41,Transition,0
42,Off-Ball Cut,0
43,Post-Up (Left),1
