,Play Type,Outcome
0,Drive Left,0
1,Drive Left,0
2,Drive Left,0
3,Drive Left,0
4,Drive Left,1
5,Catch + Shoot (3PT),0
6,Catch + Shoot (3PT),0
7,Catch + Shoot (3PT),0
8,Catch + Shoot (3PT),0
9,Catch + Shoot (3PT),0
10,Catch + Shoot (3PT),0
11,Catch + Shoot (3PT),0
12,Catch + Shoot (3PT),0
13,Catch + Shoot (3PT),0
14,Catch + Shoot (3PT),0
15,Catch + Shoot (3PT),1
16,Catch + Shoot (3PT),1
17,Catch + Shoot (3PT),1
18,Catch + Shoot (3PT),1
19,Catch + Shoot (3PT),1
20,Catch + Shoot (3PT),1
21,Catch + Shoot (3PT),1
22,Catch + Shoot (3PT),1
23,Catch + Shoot (3PT),1
24,Pull-Up (2PT),0
25,Pull-Up (2PT),0
26,Pull-Up (2PT),0
27,Pull-Up (2PT),1
28,Pull-Up (2PT),1
29,Pull-Up (3PT),1
30,Catch + Shoot (2PT),0
