,Play Type,Outcome
0,Drive Right,0
1,Drive Right,0
2,Drive Right,0
3,Drive Right,0
4,Drive Right,0
5,Drive Right,0
6,Drive Right,0
7,Drive Right,0
8,Drive Right,0
9,Drive Right,1
10,Drive Right,1
11,Drive Right,1
12,Drive Right,1
13,Drive Right,1
14,Catch + Shoot (3PT),0
15,Catch + Shoot (3PT),0
16,Catch + Shoot (3PT),0
17,Catch + Shoot (3PT),0
18,Catch + Shoot (3PT),0
19,Catch + Shoot (3PT),0
20,Catch + Shoot (3PT),0
21,Catch + Shoot (3PT),0
22,Catch + Shoot (3PT),0
23,Catch + Shoot (3PT),1
24,Catch + Shoot (3PT),1
25,Catch + Shoot (3PT),1
26,Pull-Up (3PT),0
27,Pull-Up (3PT),0
28,Pull-Up (3PT),0
29,Pull-Up (3PT),0
30,Pull-Up (3PT),0
31,Pull-Up (3PT),1
32,Pull-Up (3PT),1
33,Off-Ball Cut,1
34,Off-Ball Cut,1
35,Drive Left,0
36,Drive Left,0
37,Drive Left,0
38,Drive Left,0
39,Drive Left,1
40,Drive Left,1
41,Drive Left,1
42,Drive Left,1
43,Drive Left,1
44,Drive Left,1
45,Drive Left,1
46,Drive Left,1
47,Pull-Up (2PT),0
