,Play Type,Outcome
0,Post-Up (Right),1
1,Post-Up (Right),0
2,Pull-Up (3PT),0
3,Pull-Up (3PT),0
4,Pull-Up (3PT),1
5,Pull-Up (3PT),1
6,Drive Right,0
7,Drive Right,0
8,Drive Right,0
9,Pull-Up (2PT),1
10,Drive Left,1
11,Drive Left,1
12,Drive Left,0
13,Drive Left,0
14,Drive Left,0
15,Drive Left,0
16,Catch + Shoot (2PT),1
17,Catch + Shoot (2PT),0
18,Transition,1
19,Post-Up (Left),1
20,Off-Ball Cut,0
21,Off-Ball Cut,1
22,Offensive Rebound,1
23,Catch + Shoot (3PT),1
24,Catch + Shoot (3PT),1
25,Catch + Shoot (3PT),1
26,Catch + Shoot (3PT),1
27,Catch + Shoot (3PT),1
28,Catch + Shoot (3PT),0
29,Catch + Shoot (3PT),0
30,Catch + Shoot (3PT),0
31,Catch + Shoot (3PT),0
32,Catch + Shoot (3PT),0
33,Catch + Shoot (3PT),0
34,Catch + Shoot (3PT),0
35,Catch + Shoot (3PT),0
36,Catch + Shoot (3PT),0
37,Catch + Shoot (3PT),0
38,Catch + Shoot (3PT),0
39,Catch + Shoot (3PT),0
40,Catch + Shoot (3PT),0
41,Catch + Shoot (3PT),0
42,Catch + Shoot (3PT),0
43,Catch + Shoot (3PT),0
44,Catch + Shoot (3PT),0
45,Catch + Shoot (3PT),0
