,Play Type,Outcome
0,Catch + Shoot (3PT),0
1,Catch + Shoot (3PT),0
2,Catch + Shoot (3PT),0
3,Catch + Shoot (3PT),0
4,Catch + Shoot (3PT),0
5,Catch + Shoot (3PT),0
6,Catch + Shoot (3PT),0
7,Catch + Shoot (3PT),0
8,Catch + Shoot (3PT),0
9,Catch + Shoot (3PT),0
10,Catch + Shoot (3PT),1
11,Catch + Shoot (3PT),1
12,Catch + Shoot (3PT),1
13,Catch + Shoot (3PT),1
14,Drive Right,0
15,Drive Right,0
16,Drive Right,0
17,Drive Right,1
18,Drive Right,1
19,Drive Right,1
20,Off-Ball Cut,0
21,Off-Ball Cut,1
22,Post-Up (Right),1
23,Post-Up (Right),1
24,Offensive Rebound,1
