,Play Type,Outcome
0,Post-Up (Left),0
1,Post-Up (Left),0
2,Pull-Up (3PT),0
3,Drive Left,0
4,Drive Left,0
5,Drive Left,0
6,Drive Left,0
7,Drive Left,0
8,Drive Left,0
9,Drive Left,0
10,Drive Left,0
11,Drive Left,1
12,Drive Left,1
13,Drive Left,1
14,Drive Left,1
15,Off-Ball Cut,0
16,Off-Ball Cut,0
17,Off-Ball Cut,1
18,Off-Ball Cut,1
19,Off-Ball Cut,1
20,Catch + Shoot (3PT),0
21,Catch + Shoot (3PT),0
22,Catch + Shoot (3PT),0
23,Catch + Shoot (3PT),0
24,Catch + Shoot (3PT),0
25,Catch + Shoot (3PT),0
26,Catch + Shoot (3PT),0
27,Catch + Shoot (3PT),1
28,Catch + Shoot (3PT),1
29,Catch + Shoot (3PT),1
30,Drive Right,0
31,Drive Right,0
32,Drive Right,0
33,Drive Right,0
34,Pull-Up (2PT),0
35,Pull-Up (2PT),0
36,Pull-Up (2PT),1
37,Pull-Up (2PT),1
38,Post-Up (Right),0
39,Post-Up (Right),0
40,Post-Up (Right),0
41,Transition,0
42,Offensive Rebound,0
