,Play Type,Outcome
0,Offensive Rebound,1
1,Offensive Rebound,1
2,Offensive Rebound,1
3,Offensive Rebound,1
4,Offensive Rebound,1
5,Offensive Rebound,0
6,Drive + Dump,0
7,Drive + Dump,0
8,PnR Roll Man,0
9,PnR Roll Man,1
10,PnR Roll Man,1
11,PnR Roll Man,1
12,Post-Up (Right),0
13,Post-Up (Right),0
14,Post-Up (Right),1
15,Post-Up (Right),1
16,Post-Up (Right),1
17,Post-Up (Left),1
18,Post-Up (Left),1
19,Post-Up (Left),1
20,Post-Up (Left),1
21,Post-Up (Left),1
22,Post-Up (Left),1
23,Post-Up (Left),1
24,Post-Up (Left),0
25,Post-Up (Left),0
26,Post-Up (Left),0
27,Post-Up (Left),0
28,Post-Up (Left),0
29,Post-Up (Left),0
30,Post-Up (Left),0
31,Post-Up (Left),0
32,Transition,1
33,Transition,1
34,Transition,0
35,Transition,0
36,Catch + Shoot (2PT),0
37,Pull-Up (2PT),0
38,Pull-Up (2PT),0
39,Pull-Up (2PT),0
