,Play Type,Outcome
0,Catch + Shoot (3PT),1
1,Pull-Up (3PT),1
2,Pull-Up (2PT),1
3,Catch + Shoot (3PT),0
4,Pull-Up (3PT),1
5,Pull-Up (2PT),0
6,Catch + Shoot (3PT),0
7,Catch + Shoot (3PT),0
8,Pull-Up (3PT),0
9,Pull-Up (3PT),0
10,Catch + Shoot (3PT),1
11,Pull-Up (2PT),0
12,Catch + Shoot (3PT),0
13,Catch + Shoot (3PT),1
14,Pull-Up (3PT),0
15,Catch + Shoot (3PT),1
16,Catch + Shoot (3PT),1
17,Pull-Up (2PT),1
18,Catch + Shoot (3PT),0
19,Drive Right,0
20,Catch + Shoot (3PT),1
21,Pull-Up (3PT),0
22,Drive Right,0
23,Pull-Up (2PT),0
24,Drive Right,1
25,Pull-Up (3PT),0
26,Catch + Shoot (3PT),0
27,Pull-Up (3PT),0
28,Catch + Shoot (3PT),0
29,Pull-Up (2PT),0
30,Pull-Up (2PT),0
31,Catch + Shoot (3PT),0
32,Pull-Up (3PT),0
